radius,site,node,density,cummuts,cumlength
49,242,INTNODE4195,0.00561797752808989,6,1068
51,242,INTNODE4195,0.00612959719789842,7,1142
58,242,INTNODE4195,0.00527009222661397,8,1518
68,242,INTNODE4195,0.00557620817843866,9,1614
70,242,INTNODE4195,0.00607533414337789,10,1646
72,242,INTNODE4195,0.0064743967039435,11,1699
73,242,INTNODE4195,0.0069284064665127,12,1732
75,242,INTNODE4195,0.00707675557974959,13,1837
76,242,INTNODE4195,0.00835945663531871,16,1914
77,242,INTNODE4195,0.00867789688616641,17,1959
80,242,INTNODE4195,0.00909090909090909,19,2090
8,242,INTNODE2963,0.0666666666666667,1,15
7,242,INTNODE3921,0.142857142857143,1,7
4,243,INTNODE3906,0.0588235294117647,1,17
7,243,INTNODE3906,0.0357142857142857,2,56
4,243,INTNODE3888,0.0666666666666667,1,15
5,245,INTNODE2270,0.1,1,10
1,245,INTNODE2441,0.5,1,2
1,245,INTNODE2462,1,1,1
3,245,INTNODE3990,0.142857142857143,1,7
1,245,INTNODE4031,1,1,1
66,258,INTNODE4258,0.00444444444444444,1,225
251,258,INTNODE4258,0.000633713561470215,2,3156
254,258,INTNODE4258,0.000915750915750916,3,3276
259,258,INTNODE4258,0.00110834026045996,4,3609
284,258,INTNODE4258,0.00108436347863804,5,4611
289,258,INTNODE4258,0.00120336943441637,6,4986
7,263,INTNODE2697,0.0357142857142857,1,28
6,264,INTNODE4224,0.0476190476190476,1,21
100,276,INTNODE4232,0.00181488203266788,1,551
102,276,INTNODE4232,0.0033500837520938,2,597
115,276,INTNODE4232,0.00371747211895911,3,807
118,276,INTNODE4232,0.00478468899521531,4,836
126,276,INTNODE4232,0.00537634408602151,5,930
159,276,INTNODE4232,0.00335195530726257,6,1790
166,276,INTNODE4232,0.00342801175318315,7,2042
188,276,INTNODE4232,0.00300751879699248,8,2660
194,276,INTNODE4232,0.00299202127659574,9,3008
230,276,INTNODE4232,0.00212359311955829,10,4709
235,276,INTNODE4232,0.00220308431804526,11,4993
3,277,INTNODE3820,0.333333333333333,1,3
3,277,INTNODE3815,0.0125,1,80
6,277,INTNODE3815,0.00917431192660551,2,218
11,277,INTNODE3815,0.00566037735849057,3,530
13,277,INTNODE3815,0.00601503759398496,4,665
14,277,INTNODE3815,0.0069060773480663,5,724
23,277,INTNODE3815,0.00592300098716683,6,1013
6,278,INTNODE4200,0.0188679245283019,1,53
11,278,INTNODE4200,0.0128205128205128,2,156
19,278,INTNODE4200,0.01171875,3,256
23,278,INTNODE4200,0.0116618075801749,4,343
12,278,INTNODE4195,0.00952380952380952,1,105
29,278,INTNODE4195,0.00512820512820513,2,390
38,278,INTNODE4195,0.00434782608695652,3,690
42,278,INTNODE4195,0.00471142520612485,4,849
71,278,INTNODE4195,0.0029603315571344,5,1689
75,278,INTNODE4195,0.00318979266347687,6,1881
78,278,INTNODE4195,0.00337186897880539,7,2076
83,278,INTNODE4195,0.003487358326068,8,2294
98,278,INTNODE4195,0.00294021561581183,9,3061
109,278,INTNODE4195,0.00289351851851852,10,3456
117,278,INTNODE4195,0.00278410528980005,11,3951
7,285,INTNODE3634,0.1,1,10
162,291,INTNODE4258,0.00118623962040332,1,843
173,291,INTNODE4258,0.00213447171824973,2,937
2,291,INTNODE2341,0.5,1,2
4,291,INTNODE2321,0.1,1,10
7,291,INTNODE4188,0.0625,1,16
9,291,INTNODE4188,0.0555555555555556,2,36
9,291,INTNODE4138,0.025,1,40
25,291,INTNODE4138,0.0056657223796034,2,353
42,291,INTNODE4138,0.00298804780876494,3,1004
66,291,INTNODE4138,0.0022883295194508,4,1748
77,291,INTNODE4138,0.00212044105173876,5,2358
78,291,INTNODE4138,0.00251572327044025,6,2385
80,291,INTNODE4138,0.00277008310249307,7,2527
83,291,INTNODE4138,0.00301431801055011,8,2654
85,291,INTNODE4138,0.0033015407190022,9,2726
88,291,INTNODE4138,0.00351493848857645,10,2845
90,291,INTNODE4138,0.00382342718109141,11,2877
92,291,INTNODE4138,0.00411522633744856,12,2916
98,291,INTNODE4138,0.00412567438908283,13,3151
99,291,INTNODE4138,0.00433168316831683,14,3232
6,292,INTNODE4200,0.0188679245283019,1,53
12,292,INTNODE4200,0.0109289617486339,2,183
36,292,INTNODE4200,0.00601202404809619,3,499
37,292,INTNODE4200,0.00757575757575758,4,528
25,292,INTNODE4129,0.00206611570247934,1,484
31,292,INTNODE4129,0.00284090909090909,2,704
66,292,INTNODE4129,0.00156168662155128,3,1921
78,292,INTNODE4129,0.00154499806875241,4,2589
107,292,INTNODE4129,0.00127844541038098,5,3911
109,292,INTNODE4129,0.00150037509377344,6,3999
72,294,INTNODE4236,0.00377358490566038,1,265
125,294,INTNODE4236,0.00280112044817927,2,714
24,294,INTNODE4196,0.00444444444444444,1,225
56,294,INTNODE4196,0.00189753320683112,2,1054
78,294,INTNODE4196,0.00173210161662818,3,1732
94,294,INTNODE4196,0.00166805671392827,4,2398
95,294,INTNODE4196,0.00202511138112596,5,2469
110,294,INTNODE4196,0.00189035916824197,6,3174
125,294,INTNODE4196,0.00182672233820459,7,3832
107,315,INTNODE4207,0.000491159135559921,1,2036
121,315,INTNODE4207,0.000896057347670251,2,2232
4,320,INTNODE2636,0.0113636363636364,1,88
10,342,INTNODE3888,0.0133333333333333,1,75
108,363,INTNODE4231,0.00130718954248366,1,765
131,363,INTNODE4231,0.00191387559808612,2,1045
15,363,INTNODE2642,0.00263157894736842,1,380
2,363,INTNODE4093,0.0555555555555556,1,18
5,377,INTNODE3845,0.00581395348837209,1,172
10,377,INTNODE3845,0.00478468899521531,2,418
19,377,INTNODE3845,0.0041958041958042,3,715
23,377,INTNODE3845,0.00510204081632653,4,784
27,377,INTNODE3845,0.00508646998982706,5,983
28,377,INTNODE3845,0.0056390977443609,6,1064
30,377,INTNODE3845,0.00612423447069116,7,1143
35,377,INTNODE3845,0.00636435958631663,8,1257
84,391,INTNODE4195,0.000419815281276238,1,2382
91,391,INTNODE4195,0.000739371534195933,2,2705
22,391,INTNODE3832,0.00184162062615101,1,543
41,402,INTNODE3937,0.00152905198776758,1,654
89,402,INTNODE3937,0.000701262272089762,2,2852
3,466,INTNODE4200,0.1,1,10
5,466,INTNODE4200,0.0588235294117647,2,34
33,466,INTNODE4200,0.00731707317073171,3,410
42,466,INTNODE4200,0.00720720720720721,4,555
52,466,INTNODE4200,0.00680272108843537,5,735
59,466,INTNODE4200,0.00647249190938511,6,927
67,466,INTNODE4200,0.00557768924302789,7,1255
68,466,INTNODE4200,0.00614911606456572,8,1301
78,466,INTNODE4200,0.00519930675909879,9,1731
99,466,INTNODE4200,0.00433651344319167,10,2306
107,466,INTNODE4200,0.00404709345106696,11,2718
114,466,INTNODE4200,0.00382165605095541,12,3140
117,466,INTNODE4200,0.00398773006134969,13,3260
3,468,INTNODE3947,0.0555555555555556,1,18
57,468,INTNODE3947,0.00108459869848156,2,1844
60,468,INTNODE3947,0.00147637795275591,3,2032
87,468,INTNODE3947,0.00123609394313968,4,3236
108,469,INTNODE4224,0.000880281690140845,1,1136
150,469,INTNODE4224,0.00078125,2,2560
151,469,INTNODE4224,0.00113765642775882,3,2637
193,469,INTNODE4224,0.000853606487409304,4,4686
157,495,INTNODE4258,0.0013550135501355,1,738
213,495,INTNODE4258,0.00107758620689655,2,1856
228,495,INTNODE4258,0.00121114251110214,3,2477
241,495,INTNODE4258,0.00148809523809524,4,2688
3,500,INTNODE3888,0.2,1,5
2,505,INTNODE3376,0.25,1,4
7,525,INTNODE2974,0.0909090909090909,1,11
11,545,INTNODE2642,0.00348432055749129,1,287
9,546,INTNODE3932,0.0166666666666667,1,60
20,546,INTNODE3932,0.0132450331125828,2,151
22,546,INTNODE3932,0.0134529147982063,3,223
23,546,INTNODE3932,0.0139372822299652,4,287
30,546,INTNODE3932,0.00740740740740741,5,675
31,546,INTNODE3932,0.00851063829787234,6,705
32,546,INTNODE3932,0.0105540897097625,8,758
33,546,INTNODE3932,0.0108433734939759,9,830
34,546,INTNODE3932,0.0110741971207087,10,903
36,546,INTNODE3932,0.0107632093933464,11,1022
38,546,INTNODE3932,0.0117222723174031,13,1109
40,546,INTNODE3932,0.0113177041228779,14,1237
45,546,INTNODE3932,0.0104456824512535,15,1436
50,546,INTNODE3932,0.0103425985778927,16,1547
52,546,INTNODE3932,0.0108349267049076,17,1569
57,546,INTNODE3932,0.0100727476217124,18,1787
60,546,INTNODE3932,0.00977366255144033,19,1944
61,546,INTNODE3932,0.0100806451612903,20,1984
68,546,INTNODE3932,0.00857142857142857,21,2450
4,546,INTNODE3415,0.25,1,4
285,557,INTNODE4258,0.000212359311955829,1,4709
## protein h3
## subtract_tallest 
## state nsyn
## output_base /cygdrive/c/Users/weidewind/workspace/evopoisson/output/debugging/nsyn/h3
