site,ancestor_node,t_branch_start,t_branch_end,event_indicator
91,INTNODE2428,20,20,0
91,INTNODE2428,45,45,0
91,INTNODE2428,23,23,0
91,INTNODE2428,32,40,0
91,INTNODE2428,46,47,0
91,INTNODE2428,66,67,0
91,INTNODE2428,21,23,0
91,INTNODE2428,43,43,0
91,INTNODE2428,22,22,0
91,INTNODE2428,47,48,0
91,INTNODE2428,44,45,0
91,INTNODE2428,0,2,0
91,INTNODE2428,26,26,0
91,INTNODE2428,44,44,0
91,INTNODE2428,46,46,0
91,INTNODE2428,26,31,0
91,INTNODE2428,44,44,0
91,INTNODE2428,45,46,0
91,INTNODE2428,6,14,0
91,INTNODE2428,44,44,0
91,INTNODE2428,44,45,0
91,INTNODE2428,32,33,0
91,INTNODE2428,43,46,0
91,INTNODE2428,40,47,0
91,INTNODE2404,68,69,0
91,INTNODE2404,89,90,0
91,INTNODE2404,66,67,0
91,INTNODE2404,117,117,0
91,INTNODE2404,83,90,0
91,INTNODE2404,114,115,0
91,INTNODE2404,97,100,0
91,INTNODE2404,95,95,0
91,INTNODE2404,116,116,0
91,INTNODE2404,115,115,0
91,INTNODE2404,119,119,0
91,INTNODE2404,112,112,0
91,INTNODE2404,68,69,0
91,INTNODE2404,93,94,0
91,INTNODE2404,68,69,0
91,INTNODE2404,67,68,0
91,INTNODE2404,111,111,0
91,INTNODE2404,117,118,0
91,INTNODE2404,113,114,0
91,INTNODE2404,93,93,0
91,INTNODE2404,86,91,0
91,INTNODE2404,67,67,0
91,INTNODE2404,90,91,0
91,INTNODE2404,117,118,0
91,INTNODE2404,68,68,0
91,INTNODE2404,68,68,0
91,INTNODE2404,91,91,0
91,INTNODE2404,124,124,0
91,INTNODE2404,112,112,0
91,INTNODE2404,110,111,0
91,INTNODE2404,85,85,0
91,INTNODE2404,114,114,0
91,INTNODE2404,65,66,0
91,INTNODE2404,109,110,0
91,INTNODE2404,90,90,0
91,INTNODE2404,45,51,0
91,INTNODE2404,114,115,0
91,INTNODE2404,112,114,0
91,INTNODE2404,115,117,0
91,INTNODE2404,64,71,0
91,INTNODE2404,115,115,0
91,INTNODE2404,113,116,0
91,INTNODE2404,92,92,0
91,INTNODE2404,120,122,0
91,INTNODE2404,93,95,0
91,INTNODE2404,119,119,0
91,INTNODE2404,65,66,0
91,INTNODE2404,104,113,0
91,INTNODE2404,84,84,0
91,INTNODE2404,115,116,0
91,INTNODE2404,67,67,0
91,INTNODE2404,113,114,0
91,INTNODE2404,116,116,0
91,INTNODE2404,77,78,0
91,INTNODE2404,125,128,0
91,INTNODE2404,112,114,0
91,INTNODE2404,81,81,0
91,INTNODE2404,62,63,0
91,INTNODE2404,90,90,0
91,INTNODE2404,93,93,0
91,INTNODE2404,103,103,0
91,INTNODE2404,92,92,0
91,INTNODE2404,116,116,0
91,INTNODE2404,118,118,0
91,INTNODE2404,113,116,0
91,INTNODE2404,91,92,0
91,INTNODE2404,91,93,0
91,INTNODE2404,111,112,0
91,INTNODE2404,114,114,0
91,INTNODE2404,63,65,0
91,INTNODE2404,113,113,0
91,INTNODE2404,75,77,0
91,INTNODE2404,111,112,0
91,INTNODE2404,117,120,0
91,INTNODE2404,95,95,0
91,INTNODE2404,90,90,0
91,INTNODE2404,116,117,0
91,INTNODE2404,44,44,0
91,INTNODE2404,67,67,0
91,INTNODE2404,82,82,0
91,INTNODE2404,93,95,0
91,INTNODE2404,114,115,0
91,INTNODE2404,73,73,0
91,INTNODE2404,67,67,0
91,INTNODE2404,90,94,0
91,INTNODE2404,116,118,0
91,INTNODE2404,44,47,0
91,INTNODE2404,75,75,0
91,INTNODE2404,38,38,0
91,INTNODE2404,89,89,0
91,INTNODE2404,114,114,0
91,INTNODE2404,53,53,0
91,INTNODE2404,115,115,0
91,INTNODE2404,108,109,0
91,INTNODE2404,70,70,0
91,INTNODE2404,100,100,0
91,INTNODE2404,91,91,0
91,INTNODE2404,67,67,0
91,INTNODE2404,112,113,0
91,INTNODE2404,91,91,0
91,INTNODE2404,81,81,0
91,INTNODE2404,114,116,0
91,INTNODE2404,63,67,0
91,INTNODE2404,84,86,0
91,INTNODE2404,67,68,0
91,INTNODE2404,112,114,0
91,INTNODE2404,45,45,0
91,INTNODE2404,112,113,0
91,INTNODE2404,44,44,0
91,INTNODE2404,70,71,0
91,INTNODE2404,116,116,0
91,INTNODE2404,113,113,0
91,INTNODE2404,112,112,0
91,INTNODE2404,67,67,0
91,INTNODE2404,92,92,0
91,INTNODE2404,117,118,0
91,INTNODE2404,116,120,0
91,INTNODE2404,94,95,0
91,INTNODE2404,113,113,0
91,INTNODE2404,56,62,0
91,INTNODE2404,67,67,0
91,INTNODE2404,114,115,0
91,INTNODE2404,91,94,0
91,INTNODE2404,111,111,0
91,INTNODE2404,117,122,0
91,INTNODE2404,91,92,0
91,INTNODE2404,113,114,0
91,INTNODE2404,114,117,0
91,INTNODE2404,85,85,0
91,INTNODE2404,121,121,0
91,INTNODE2404,67,67,0
91,INTNODE2404,97,99,0
91,INTNODE2404,116,116,0
91,INTNODE2404,17,18,0
91,INTNODE2404,74,75,0
91,INTNODE2404,114,115,0
91,INTNODE2404,115,116,0
91,INTNODE2404,113,115,0
91,INTNODE2404,111,114,0
91,INTNODE2404,90,91,0
91,INTNODE2404,127,128,0
91,INTNODE2404,92,92,0
91,INTNODE2404,95,95,0
91,INTNODE2404,118,120,0
91,INTNODE2404,120,120,0
91,INTNODE2404,95,95,0
91,INTNODE2404,68,68,0
91,INTNODE2404,121,121,0
91,INTNODE2404,109,112,0
91,INTNODE2404,93,93,0
91,INTNODE2404,97,98,0
91,INTNODE2404,111,111,0
91,INTNODE2404,117,118,0
91,INTNODE2404,92,93,0
91,INTNODE2404,67,67,0
91,INTNODE2404,67,68,1
91,INTNODE2404,95,95,0
91,INTNODE2404,120,121,0
91,INTNODE2404,113,114,0
91,INTNODE2404,94,94,0
91,INTNODE2404,83,84,0
91,INTNODE2404,93,93,0
91,INTNODE2404,116,116,0
91,INTNODE2404,60,61,0
91,INTNODE2404,92,97,0
91,INTNODE2404,120,122,0
91,INTNODE2404,114,115,0
91,INTNODE2404,84,84,0
91,INTNODE2404,121,121,0
91,INTNODE2404,118,118,0
91,INTNODE2404,93,93,0
91,INTNODE2404,90,90,0
91,INTNODE2404,68,68,0
91,INTNODE2404,109,109,0
91,INTNODE2404,44,45,0
91,INTNODE2404,92,93,0
91,INTNODE2404,67,67,0
91,INTNODE2404,118,120,0
91,INTNODE2404,90,91,0
91,INTNODE2404,92,93,0
91,INTNODE2404,68,69,0
91,INTNODE2404,111,112,0
91,INTNODE2404,96,96,0
91,INTNODE2404,109,112,0
91,INTNODE2404,111,112,0
91,INTNODE2404,111,114,0
91,INTNODE2404,61,69,0
91,INTNODE2404,93,93,0
91,INTNODE2404,113,113,0
91,INTNODE2404,115,116,0
91,INTNODE2404,113,113,0
91,INTNODE2404,66,66,0
91,INTNODE2404,115,115,0
91,INTNODE2404,113,114,0
91,INTNODE2404,109,110,0
91,INTNODE2404,117,119,0
91,INTNODE2404,57,57,0
91,INTNODE2404,67,68,0
91,INTNODE2404,75,82,0
91,INTNODE2404,67,68,0
91,INTNODE2404,110,110,0
91,INTNODE2404,96,97,0
91,INTNODE2404,113,113,0
91,INTNODE2404,93,93,0
91,INTNODE2404,94,95,0
91,INTNODE2404,119,123,0
91,INTNODE2404,41,41,0
91,INTNODE2404,82,88,0
91,INTNODE2404,115,115,0
91,INTNODE2404,67,68,0
91,INTNODE2404,116,116,0
91,INTNODE2404,117,117,0
91,INTNODE2404,53,57,0
91,INTNODE2404,90,90,0
91,INTNODE2404,111,111,0
91,INTNODE2404,90,90,0
91,INTNODE2404,97,97,0
91,INTNODE2404,86,87,0
91,INTNODE2404,111,117,0
91,INTNODE2404,117,119,0
91,INTNODE2404,114,114,0
91,INTNODE2404,93,93,0
91,INTNODE2404,112,114,0
91,INTNODE2404,92,103,0
91,INTNODE2404,112,114,0
91,INTNODE2404,115,115,0
91,INTNODE2404,85,87,0
91,INTNODE2404,90,91,0
91,INTNODE2404,69,70,0
91,INTNODE2404,52,53,0
91,INTNODE2404,111,113,0
91,INTNODE2404,114,114,0
91,INTNODE2404,116,117,0
91,INTNODE2404,120,120,0
91,INTNODE2404,121,123,0
91,INTNODE2404,67,69,0
91,INTNODE2404,67,67,0
91,INTNODE2404,122,122,0
91,INTNODE2404,90,91,0
91,INTNODE2404,93,95,0
91,INTNODE2404,68,69,0
91,INTNODE2404,124,126,0
91,INTNODE2404,110,111,0
91,INTNODE2404,73,76,0
91,INTNODE2404,92,96,0
91,INTNODE2404,116,117,0
91,INTNODE2404,95,97,0
91,INTNODE2404,67,68,0
91,INTNODE2404,92,93,0
91,INTNODE2404,86,87,0
91,INTNODE2404,110,111,0
91,INTNODE2404,111,111,0
91,INTNODE2404,67,69,0
91,INTNODE2404,92,92,0
91,INTNODE2404,116,117,0
91,INTNODE2404,111,111,0
91,INTNODE2404,114,114,0
91,INTNODE2404,107,108,0
91,INTNODE2404,114,114,0
91,INTNODE2404,65,65,0
91,INTNODE2404,111,112,0
91,INTNODE2404,112,112,0
91,INTNODE2404,84,85,0
91,INTNODE2404,119,119,0
91,INTNODE2404,117,119,0
91,INTNODE2404,113,113,0
91,INTNODE2404,124,125,0
91,INTNODE2404,92,92,0
91,INTNODE2404,116,118,0
91,INTNODE2404,108,108,0
91,INTNODE2404,93,93,0
91,INTNODE2404,112,112,0
91,INTNODE2404,69,69,0
91,INTNODE2404,96,98,0
91,INTNODE2404,115,115,0
91,INTNODE2404,113,114,0
91,INTNODE2404,111,111,0
91,INTNODE2404,90,90,0
91,INTNODE2404,114,114,0
91,INTNODE2404,75,79,0
91,INTNODE2404,67,70,0
91,INTNODE2404,0,1,0
91,INTNODE2404,97,100,0
91,INTNODE2404,75,76,0
91,INTNODE2404,114,117,0
91,INTNODE2404,116,117,0
91,INTNODE2404,82,84,0
91,INTNODE2404,95,96,0
91,INTNODE2404,118,119,0
91,INTNODE2404,87,89,0
91,INTNODE2404,116,117,0
91,INTNODE2404,111,114,0
91,INTNODE2404,82,83,0
91,INTNODE2404,65,65,0
91,INTNODE2404,113,113,0
91,INTNODE2404,92,94,0
91,INTNODE2404,66,66,0
91,INTNODE2404,67,68,0
91,INTNODE2404,43,46,0
91,INTNODE2404,98,98,0
91,INTNODE2404,85,86,0
91,INTNODE2404,96,100,0
91,INTNODE2404,121,121,0
91,INTNODE2404,45,46,0
91,INTNODE2404,67,68,0
91,INTNODE2404,117,117,0
91,INTNODE2404,116,124,0
91,INTNODE2404,94,94,0
91,INTNODE2404,120,121,0
91,INTNODE2404,93,93,0
91,INTNODE2404,115,115,0
91,INTNODE2404,117,118,0
91,INTNODE2404,117,117,0
91,INTNODE2404,116,116,0
91,INTNODE2404,112,112,0
91,INTNODE2404,112,112,0
91,INTNODE2404,113,113,0
91,INTNODE2404,90,90,0
91,INTNODE2404,62,63,0
91,INTNODE2404,113,114,0
91,INTNODE2404,116,137,0
91,INTNODE2404,114,115,0
91,INTNODE2404,120,120,0
91,INTNODE2404,85,86,0
91,INTNODE2404,116,117,0
91,INTNODE2404,114,114,0
91,INTNODE2404,111,113,0
91,INTNODE2404,95,95,0
91,INTNODE2404,91,93,0
91,INTNODE2404,114,114,0
91,INTNODE2404,74,75,0
91,INTNODE2404,122,124,0
91,INTNODE2404,13,30,0
91,INTNODE2404,113,113,0
91,INTNODE2404,90,90,0
91,INTNODE2404,113,113,0
91,INTNODE2404,113,113,0
91,INTNODE2404,67,68,0
91,INTNODE2404,115,115,0
91,INTNODE2404,92,92,0
91,INTNODE2404,112,113,0
91,INTNODE2404,110,112,0
91,INTNODE2404,120,120,0
91,INTNODE2404,112,112,0
91,INTNODE2404,92,96,0
91,INTNODE2404,13,28,0
91,INTNODE2404,93,94,0
91,INTNODE2404,92,93,0
91,INTNODE2404,67,67,0
91,INTNODE2404,43,43,0
91,INTNODE2404,92,92,0
91,INTNODE2404,115,116,0
91,INTNODE2404,114,115,0
91,INTNODE2404,94,95,0
91,INTNODE2404,97,98,0
91,INTNODE2404,67,68,0
91,INTNODE2404,67,69,0
91,INTNODE2404,95,96,0
91,INTNODE2404,68,70,0
91,INTNODE2404,113,114,0
91,INTNODE2404,113,115,0
91,INTNODE2404,90,91,0
91,INTNODE2404,68,71,0
91,INTNODE2404,67,68,0
91,INTNODE2404,116,116,0
91,INTNODE2404,67,67,0
91,INTNODE2404,91,92,0
91,INTNODE2404,113,113,0
91,INTNODE2404,65,70,0
91,INTNODE2404,67,68,0
91,INTNODE2404,120,131,0
91,INTNODE2404,44,47,0
91,INTNODE2404,1,5,0
91,INTNODE2404,41,41,0
91,INTNODE2404,90,91,0
91,INTNODE2404,116,116,0
91,INTNODE2404,116,118,0
91,INTNODE2404,66,66,0
91,INTNODE2404,67,67,0
91,INTNODE2404,116,119,0
91,INTNODE2404,93,93,0
91,INTNODE2404,89,89,0
91,INTNODE2404,91,91,0
91,INTNODE2404,63,68,0
91,INTNODE2404,116,117,0
91,INTNODE2404,115,115,0
91,INTNODE2404,74,82,0
91,INTNODE2404,91,92,0
91,INTNODE2404,81,82,0
91,INTNODE2404,67,67,0
91,INTNODE2404,67,67,0
91,INTNODE2404,116,116,0
91,INTNODE2404,91,92,0
91,INTNODE2404,93,94,0
91,INTNODE2404,90,92,0
91,INTNODE2404,73,74,0
91,INTNODE2404,115,117,0
91,INTNODE2404,111,113,0
91,INTNODE2404,90,91,0
91,INTNODE2404,111,111,0
91,INTNODE2404,67,68,0
91,INTNODE2404,114,119,0
91,INTNODE2404,93,95,0
91,INTNODE2404,110,116,0
91,INTNODE2404,67,67,0
91,INTNODE2404,94,94,0
91,INTNODE2404,16,17,0
91,INTNODE2404,115,117,0
91,INTNODE2404,93,93,0
91,INTNODE2404,74,74,0
91,INTNODE2404,70,70,0
91,INTNODE2404,92,94,0
91,INTNODE2404,44,44,0
91,INTNODE2404,111,111,0
91,INTNODE2404,44,46,0
91,INTNODE2404,75,76,0
91,INTNODE2404,67,67,0
91,INTNODE2404,112,113,0
91,INTNODE2404,84,87,0
91,INTNODE2404,44,45,0
91,INTNODE2404,118,118,0
91,INTNODE2404,113,113,0
91,INTNODE2404,68,69,0
91,INTNODE2404,96,96,0
91,INTNODE2404,111,115,0
91,INTNODE2404,68,68,0
91,INTNODE2404,111,111,0
91,INTNODE2404,109,109,0
91,INTNODE2404,114,117,0
91,INTNODE2404,67,68,0
91,INTNODE2404,89,92,0
91,INTNODE2404,117,117,0
91,INTNODE2404,75,77,0
91,INTNODE2404,119,119,0
91,INTNODE2404,93,93,0
91,INTNODE2404,115,115,0
91,INTNODE2404,67,69,0
91,INTNODE2404,110,117,0
91,INTNODE2404,90,90,0
91,INTNODE2404,90,91,0
91,INTNODE2404,67,67,0
91,INTNODE2404,118,120,0
91,INTNODE2404,73,73,0
91,INTNODE2404,113,115,0
91,INTNODE2404,42,43,0
91,INTNODE2404,116,117,0
91,INTNODE2404,113,113,0
91,INTNODE2404,90,91,0
91,INTNODE2404,90,91,0
91,INTNODE2404,119,120,0
91,INTNODE2404,116,124,0
91,INTNODE2404,72,72,0
91,INTNODE2404,82,83,0
91,INTNODE2404,115,117,0
91,INTNODE2404,116,118,0
91,INTNODE2404,108,108,0
91,INTNODE2404,92,93,0
91,INTNODE2404,92,92,0
91,INTNODE2404,38,41,0
91,INTNODE2404,111,111,0
91,INTNODE2404,75,76,0
91,INTNODE2404,118,118,0
91,INTNODE2404,83,84,0
91,INTNODE2404,114,114,0
91,INTNODE2404,112,116,0
91,INTNODE2404,125,126,0
91,INTNODE2404,90,90,0
91,INTNODE2404,116,116,0
91,INTNODE2404,45,46,0
91,INTNODE2404,68,69,0
91,INTNODE2404,90,91,0
91,INTNODE2404,85,91,0
91,INTNODE2404,108,109,0
91,INTNODE2404,120,123,0
91,INTNODE2404,118,118,0
91,INTNODE2404,110,112,0
91,INTNODE2404,113,113,0
91,INTNODE2404,114,117,0
91,INTNODE2404,115,115,0
91,INTNODE2404,112,112,0
91,INTNODE2404,65,65,0
91,INTNODE2404,111,111,0
91,INTNODE2404,100,103,0
91,INTNODE2404,111,113,0
91,INTNODE2404,92,92,0
91,INTNODE2404,93,93,0
91,INTNODE2404,92,94,0
91,INTNODE2404,67,67,0
91,INTNODE2404,115,116,0
91,INTNODE2404,94,95,0
91,INTNODE2404,111,111,0
91,INTNODE2404,114,114,0
91,INTNODE2404,119,119,0
91,INTNODE2404,115,115,0
91,INTNODE2404,85,88,0
91,INTNODE2404,111,112,0
91,INTNODE2404,91,91,0
91,INTNODE2404,113,114,0
91,INTNODE2404,111,113,0
91,INTNODE2404,115,115,0
91,INTNODE2404,67,69,1
91,INTNODE2404,117,119,0
91,INTNODE2404,114,116,0
91,INTNODE2404,116,116,0
91,INTNODE2404,111,113,0
91,INTNODE2404,90,92,0
91,INTNODE2404,74,75,0
91,INTNODE2404,74,78,0
91,INTNODE2404,43,66,0
91,INTNODE2404,113,115,0
91,INTNODE2404,96,98,0
91,INTNODE2404,93,95,0
91,INTNODE2404,90,91,0
91,INTNODE2404,113,113,0
91,INTNODE2404,111,112,0
91,INTNODE2404,44,45,0
91,INTNODE2404,68,69,0
91,INTNODE2404,118,120,0
91,INTNODE2404,96,98,0
91,INTNODE2404,112,114,0
91,INTNODE2404,63,71,0
91,INTNODE2404,91,98,0
91,INTNODE2404,83,83,0
91,INTNODE2404,124,124,0
91,INTNODE2404,115,115,0
91,INTNODE2404,89,90,0
91,INTNODE2404,90,90,0
91,INTNODE2404,92,97,0
91,INTNODE2404,93,94,0
91,INTNODE2404,98,98,0
91,INTNODE2404,121,123,0
91,INTNODE2404,68,69,0
91,INTNODE2404,44,45,0
91,INTNODE2404,108,108,0
91,INTNODE2404,86,86,0
91,INTNODE2404,91,92,0
91,INTNODE2404,112,114,0
91,INTNODE2404,111,112,0
91,INTNODE2404,67,68,0
91,INTNODE2404,125,127,0
91,INTNODE2404,89,93,0
91,INTNODE2404,39,44,0
91,INTNODE2404,116,117,0
91,INTNODE2404,92,92,0
91,INTNODE2404,116,116,0
91,INTNODE2404,67,67,0
91,INTNODE2404,68,68,0
91,INTNODE2404,119,119,0
91,INTNODE2404,40,44,0
91,INTNODE2404,39,46,0
91,INTNODE2404,109,109,0
91,INTNODE2404,117,120,0
91,INTNODE2404,83,92,0
91,INTNODE2404,117,119,0
91,INTNODE2404,91,93,0
91,INTNODE2404,91,95,0
91,INTNODE2404,113,114,0
91,INTNODE2404,63,63,0
91,INTNODE2404,65,69,0
91,INTNODE2404,89,91,0
91,INTNODE2404,90,91,0
91,INTNODE2404,67,67,0
91,INTNODE2404,67,68,0
91,INTNODE2404,114,119,0
91,INTNODE2404,118,119,0
91,INTNODE2404,116,120,0
91,INTNODE2404,65,65,0
91,INTNODE2404,119,120,0
91,INTNODE2404,67,68,0
91,INTNODE2404,123,125,0
91,INTNODE2404,45,45,0
91,INTNODE2404,89,89,0
91,INTNODE2404,116,116,0
91,INTNODE2404,113,113,0
91,INTNODE2404,113,114,0
91,INTNODE2404,92,92,0
91,INTNODE2404,68,68,0
91,INTNODE2404,81,81,0
91,INTNODE2404,115,117,0
91,INTNODE2404,119,121,0
91,INTNODE2404,111,111,0
91,INTNODE2404,115,117,0
91,INTNODE2404,113,113,0
91,INTNODE2404,44,45,0
91,INTNODE2404,115,117,0
91,INTNODE2404,109,113,0
91,INTNODE2404,74,75,0
91,INTNODE2404,114,115,0
91,INTNODE2404,127,130,0
91,INTNODE2404,69,69,0
91,INTNODE2404,116,117,0
91,INTNODE2404,117,117,0
91,INTNODE2404,41,44,0
91,INTNODE2404,68,69,0
91,INTNODE2404,114,116,0
91,INTNODE2404,109,109,0
91,INTNODE2404,126,127,0
91,INTNODE2404,94,94,0
91,INTNODE2404,83,84,0
91,INTNODE2404,116,116,0
91,INTNODE2404,67,68,0
91,INTNODE2404,70,71,0
91,INTNODE2404,93,94,0
91,INTNODE2404,121,121,0
91,INTNODE2404,116,116,0
91,INTNODE2404,117,117,0
91,INTNODE2404,95,95,0
91,INTNODE2404,109,110,0
91,INTNODE2404,94,95,0
91,INTNODE2404,111,112,0
91,INTNODE2404,108,109,0
91,INTNODE2404,65,66,0
91,INTNODE2404,67,67,0
91,INTNODE2404,121,123,0
91,INTNODE2404,113,117,0
91,INTNODE2404,112,122,0
91,INTNODE2404,93,95,0
91,INTNODE2404,111,111,0
91,INTNODE2404,90,90,0
91,INTNODE2404,117,117,0
91,INTNODE2404,116,117,0
91,INTNODE2404,115,115,0
91,INTNODE2404,113,115,0
91,INTNODE2404,45,45,0
91,INTNODE2404,109,110,0
91,INTNODE2404,67,68,0
91,INTNODE2404,93,93,0
91,INTNODE2404,68,68,0
91,INTNODE2404,90,91,0
91,INTNODE2404,16,17,0
91,INTNODE2404,93,93,0
91,INTNODE2404,119,121,0
91,INTNODE2404,116,118,0
91,INTNODE2404,90,91,0
91,INTNODE2404,68,69,0
91,INTNODE2404,117,117,0
91,INTNODE2404,108,109,0
91,INTNODE2404,114,115,0
91,INTNODE2404,63,69,0
91,INTNODE2404,69,69,0
91,INTNODE2404,68,69,0
91,INTNODE2404,110,110,0
91,INTNODE2404,76,76,0
91,INTNODE2404,109,109,0
91,INTNODE2404,95,96,0
91,INTNODE2404,96,96,0
91,INTNODE2404,111,111,0
91,INTNODE2404,119,120,0
91,INTNODE2404,111,113,0
91,INTNODE2404,110,111,0
91,INTNODE2404,116,116,0
91,INTNODE2404,112,113,0
91,INTNODE2404,69,71,0
91,INTNODE2404,118,119,0
91,INTNODE2404,91,92,0
91,INTNODE2404,116,116,0
91,INTNODE2404,118,119,0
91,INTNODE2404,114,114,0
91,INTNODE2404,115,117,0
91,INTNODE2404,67,68,0
91,INTNODE2404,117,117,0
91,INTNODE2404,116,119,0
91,INTNODE2404,111,112,0
91,INTNODE2404,39,39,0
91,INTNODE2404,112,112,0
91,INTNODE2404,116,116,0
91,INTNODE2404,90,90,0
91,INTNODE2404,91,92,0
91,INTNODE2404,67,68,0
91,INTNODE2404,93,95,0
91,INTNODE2404,96,96,0
91,INTNODE2404,114,118,0
91,INTNODE2404,61,61,0
91,INTNODE2404,96,96,0
91,INTNODE2404,91,93,0
91,INTNODE2404,91,91,0
91,INTNODE2404,93,94,0
91,INTNODE2404,96,98,0
91,INTNODE2404,113,115,0
91,INTNODE2404,93,93,0
91,INTNODE2404,66,66,0
91,INTNODE2404,92,92,0
91,INTNODE2404,119,120,0
91,INTNODE2404,90,91,0
91,INTNODE2404,120,121,0
91,INTNODE2404,96,97,0
91,INTNODE2404,121,123,0
91,INTNODE2404,114,114,0
91,INTNODE2404,92,93,0
91,INTNODE2404,119,122,0
91,INTNODE2404,126,127,0
91,INTNODE2404,111,111,0
91,INTNODE2404,80,80,0
91,INTNODE2404,112,115,0
91,INTNODE2404,116,116,0
91,INTNODE2404,67,67,0
91,INTNODE2404,69,69,0
91,INTNODE2404,111,113,0
91,INTNODE2404,112,113,0
91,INTNODE2404,39,39,0
91,INTNODE2404,46,51,0
91,INTNODE2404,112,113,0
91,INTNODE2404,91,91,0
91,INTNODE2404,75,80,0
91,INTNODE2404,67,68,0
91,INTNODE2404,93,94,0
91,INTNODE2404,113,113,0
91,INTNODE2404,63,65,0
91,INTNODE2404,115,115,0
91,INTNODE2404,116,116,0
91,INTNODE2404,90,92,0
91,INTNODE2404,112,112,0
91,INTNODE2404,119,120,0
91,INTNODE2404,114,116,0
91,INTNODE2404,90,90,0
91,INTNODE2404,115,115,0
91,INTNODE2404,113,119,0
91,INTNODE2404,39,39,0
91,INTNODE2404,111,111,0
91,INTNODE2404,117,120,0
91,INTNODE2404,77,77,0
91,INTNODE2404,112,114,0
91,INTNODE2404,113,115,0
91,INTNODE2404,65,65,0
91,INTNODE2404,117,118,0
91,INTNODE2404,93,94,0
91,INTNODE2404,63,63,0
91,INTNODE2404,94,94,0
91,INTNODE2404,117,119,0
91,INTNODE2404,116,137,0
91,INTNODE2404,110,110,0
91,INTNODE2404,74,75,0
91,INTNODE2404,122,123,0
91,INTNODE2404,117,117,0
91,INTNODE2404,112,112,0
91,INTNODE2404,89,90,0
91,INTNODE2404,116,117,0
91,INTNODE2404,93,93,0
91,INTNODE2404,108,109,0
91,INTNODE2404,92,94,0
91,INTNODE2404,114,118,0
91,INTNODE2404,103,110,0
91,INTNODE2404,115,117,0
91,INTNODE2404,84,84,0
91,INTNODE2404,104,107,0
91,INTNODE2404,67,67,0
91,INTNODE2404,114,116,0
91,INTNODE2404,114,115,0
91,INTNODE2404,113,118,0
91,INTNODE2404,69,70,0
91,INTNODE2404,113,120,0
91,INTNODE2404,115,115,0
91,INTNODE2404,114,116,0
91,INTNODE2404,41,43,0
91,INTNODE2404,124,124,0
91,INTNODE2404,65,65,0
91,INTNODE2404,121,122,0
91,INTNODE2404,122,122,0
91,INTNODE2404,92,92,0
91,INTNODE2404,114,115,0
91,INTNODE2404,110,112,0
91,INTNODE2404,116,116,0
91,INTNODE2404,96,96,0
91,INTNODE2404,118,120,0
91,INTNODE2404,75,77,0
91,INTNODE2404,115,115,0
91,INTNODE2404,93,95,0
91,INTNODE2404,112,112,0
91,INTNODE2404,112,112,0
91,INTNODE2404,93,93,0
91,INTNODE2404,98,99,0
91,INTNODE2404,119,124,0
91,INTNODE2404,117,117,0
91,INTNODE2404,90,90,0
91,INTNODE2404,113,115,0
91,INTNODE2404,118,118,0
91,INTNODE2404,64,67,0
91,INTNODE2404,94,96,1
91,INTNODE2404,95,96,0
91,INTNODE2404,118,119,0
91,INTNODE2404,113,114,0
91,INTNODE2404,66,67,0
91,INTNODE2404,112,113,0
91,INTNODE2404,114,117,0
91,INTNODE2404,116,116,0
91,INTNODE2404,117,118,0
91,INTNODE2404,123,123,0
91,INTNODE2404,111,111,0
91,INTNODE2404,113,113,0
91,INTNODE2404,97,97,0
91,INTNODE2404,93,94,0
91,INTNODE2404,111,112,0
91,INTNODE2404,67,68,0
91,INTNODE2404,94,95,0
91,INTNODE2404,112,112,0
91,INTNODE2404,119,119,0
91,INTNODE2404,112,112,0
91,INTNODE2404,92,93,0
91,INTNODE2404,113,114,0
91,INTNODE2404,84,88,0
91,INTNODE2404,86,86,0
91,INTNODE2404,91,91,0
91,INTNODE2404,111,111,0
91,INTNODE2404,122,122,0
91,INTNODE2404,123,123,0
91,INTNODE2404,89,89,0
91,INTNODE2404,117,117,0
91,INTNODE2404,66,67,0
91,INTNODE2404,111,111,0
91,INTNODE2404,116,120,0
91,INTNODE2404,113,117,0
91,INTNODE2404,89,89,0
91,INTNODE2404,113,113,0
91,INTNODE2404,61,63,0
91,INTNODE2404,123,123,0
91,INTNODE2404,116,117,0
91,INTNODE2404,116,116,0
91,INTNODE2404,120,120,0
91,INTNODE2404,121,122,0
91,INTNODE2404,68,69,0
91,INTNODE2404,113,113,0
91,INTNODE2404,112,112,0
91,INTNODE2404,126,128,0
91,INTNODE2404,68,68,0
91,INTNODE2404,67,67,0
91,INTNODE2404,82,83,0
91,INTNODE2404,111,115,1
91,INTNODE2404,92,93,0
91,INTNODE2404,119,119,0
91,INTNODE2404,67,67,0
91,INTNODE2404,45,45,0
91,INTNODE2404,97,100,0
91,INTNODE2404,90,90,0
91,INTNODE2404,113,113,0
91,INTNODE2404,111,111,0
91,INTNODE2404,74,74,0
91,INTNODE2404,84,86,0
91,INTNODE2404,114,114,0
91,INTNODE2404,46,47,0
91,INTNODE2404,52,52,0
91,INTNODE2404,91,91,0
91,INTNODE2404,115,115,0
91,INTNODE2404,93,93,0
91,INTNODE2404,92,93,0
91,INTNODE2404,34,38,0
91,INTNODE2404,86,89,0
91,INTNODE2404,115,115,0
91,INTNODE2404,116,118,0
91,INTNODE2404,113,117,0
